qid,vid_name,q,a0,a1,a2,a3,answer_idx,chunk_ids,oracle_idx
C0g5RjQ7cRE_q2_6,C0g5RjQ7cRE,"Why do they both repeat the word ""farm""?",They are trying to impress each other with their vocabulary.,They do not like the alternative,They are trying to remember the name of the show.,They are happy about the word.,,"[0, 1, 2, 3, 4, 5, 6]",3
C0g5RjQ7cRE_q3_8,C0g5RjQ7cRE,Why does the woman use her hands when she speaks?,She is trying to catch a fly.,She is emphasizing,She just gets bored and needs to move around,She is trying to remember her lines.,,"[0, 1, 2, 3, 4, 5, 6]",3
C2PneBztZ3g_q3_0,C2PneBztZ3g,"At 0:33, what best characterizes how the woman is feeling?",She is trying to hide her fear.,She is somewhat confused.,She is acting as if she is very strong.,"At 0:33, she is having a seizure.",,"[0, 1, 2, 3, 4, 5, 6, 7]",5
C2PneBztZ3g_q1_0,C2PneBztZ3g,Does the man show that he is interested in the story?,The man is checking his phone during the conversation.,t compliment the story.,Jimmy interrupts the story to talk about his own swamp tour experience.,"Yes, he leans forward when listening and asks questions to keep the story going when there is a pause.",,"[0, 1, 2, 3, 4, 5, 6, 7]",5
C2PneBztZ3g_q5_3,C2PneBztZ3g,Does the woman like telling her story?,The woman is embarrassed to tell her story.,"Yes, she is very emoted and excited.",The woman is too shy to tell her story.,"No, she thinks it is funny.",,"[0, 1, 2, 3, 4, 5, 6, 7]",5
C2PneBztZ3g_q8_0,C2PneBztZ3g,How does the guest communicate different perspectives of her story?,She uses different voices.,She says when she is switching perspectives.,She uses different accents to communicate different perspectives.,She changes her tone to convey different perspectives.,,"[0, 1, 2, 3, 4, 5, 6, 7]",5
C2PneBztZ3g_q2_3,C2PneBztZ3g,How does the man feel about the story?,is interesting.,He finds the story quite amusing.,Jimmy thinks the story is ridiculous.,The man is confused about the story.,,"[0, 1, 2, 3, 4, 5, 6, 7]",5
C2PneBztZ3g_q11_0,C2PneBztZ3g,What does Jimmy think of his guest's story?,He thinks it's really funny.,"He thinks it's funny, but not as funny as his own swamp tour story.",He thinks it's exaggerated.,He thinks it's interesting.,,"[0, 1, 2, 3, 4, 5, 6, 7]",5
C2PneBztZ3g_q7_0,C2PneBztZ3g,What is the attitude of the woman in the video?,The woman in the video is afraid of alligators.,The woman in the video is uninterested in the swamp tour.,She is happy,She is excited,,"[0, 1, 2, 3, 4, 5, 6, 7]",5
C2PneBztZ3g_q6_0,C2PneBztZ3g,What is the goal of the woman in the video?,She wants to tell a funny anecdote,She wants to share an interesting story.,She wants to promote her new book.,She wants to complain about something that happened,,"[0, 1, 2, 3, 4, 5, 6, 7]",5
C2PneBztZ3g_q10_1,C2PneBztZ3g,What is the relationship between the man and the woman?,The man is surprised by how much the woman knows about Groupon.,The man is a professional alligator wrestler.,They have an amicable relationship.,They are friends and clearly like each other.,,"[0, 1, 2, 3, 4, 5, 6, 7]",5
C2PneBztZ3g_q4_0,C2PneBztZ3g,Why did the woman in the video tell the person in her anecdote that they were going to have a good time?,She is convincing her friend to have a good time.,The person she was talking to in the anecdote was upset and she,She is encouraging her friend to have a good time.,The person she was talking to in her anecdote was hesitant about their undertakings,,"[0, 1, 2, 3, 4, 5, 6, 7]",5
C2PneBztZ3g_q9_6,C2PneBztZ3g,Why does the woman open her palms and move around as she speaks?,Because she wants to emphasize her point.,She needed to better emphasize a point.,She is trying to catch a fly.,She is practicing her dance moves.,,"[0, 1, 2, 3, 4, 5, 6, 7]",5
DWmUHNpOJxI_q2_7,DWmUHNpOJxI,"Based on her body language and tone, what is the woman's mood throughout the video?",The woman is angry and frustrated.,The woman is amused,The woman is nervous and uncomfortable.,The woman is comfortable and comfortable throughout the entirety of the video.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",7
DWmUHNpOJxI_q1_0,DWmUHNpOJxI,Describe the interaction between the man and woman and what this suggests about their relationship,"He doesn't say much, so they seem to be colleagues.","They seem to be competing with each other, trying to one-up the other.","They seem to be friendly towards each other, suggesting they like each other","They seem to be very close and friendly towards each other, suggesting they are good friends",,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",7
DWmUHNpOJxI_q4_0,DWmUHNpOJxI,How comfortable do the actors seem around one another?,The actors seem to be avoiding each other.,The actors seem to be in a heated argument.,The two actors are very comfortable as they are willing to communicate freely at a close distance,The two actors are friendly and willing to talk to one another,,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",7
DWmUHNpOJxI_q5_3,DWmUHNpOJxI,What emotions does the man seem to express?,He is interested because he doesn't understand what she is saying,The man is bored because he has heard the woman speak these languages before.,The man is confused because he doesn't understand the phrases in Russian and German.,The man expresses surprise,,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",7
DWmUHNpOJxI_q3_4,DWmUHNpOJxI,What is the overall tone and mood of the video?,The video is a serious discussion about language learning.,The video is a cooking tutorial.,The overall tone and mood of the video is one of humor,The overall tone and mood of the video is a cheerful one,,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",7
EC77tcJZIdU_q8_0,EC77tcJZIdU,Describe how the tone of the video shifts at 0:18,The girls seem more excited so the video gets more energetic,The girls start arguing about the color of the cake batter.,The girls seem cheerful so the video gets more cheerful,The girls start dancing to music in the background.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q5_0,EC77tcJZIdU,Describe the mood of the woman on the left at 0:50,She seems confident.,She seems confused,The woman is annoyed.,The woman is excited.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q7_0,EC77tcJZIdU,Describe the overall tone and mood of the video,Fun and relaxed,The video is chaotic and disorganized.,The video is informative and educational.,Describe the overall tone and mood of the video serious and solemn.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q6_0,EC77tcJZIdU,Do the two women seem friendly?,"No, as their tone sounds.",Ro is wearing a cat hat.,"Yes, as they are working together and communicating in a polite manner.",They are playing together in the kitchen.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q14_0,EC77tcJZIdU,Do the woman seem to know eachother?,"Yes, because they joke around a lot.",They seem to be competing with each other.,"No, they seem comfortable around eachother.",They seem to be sisters.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q10_0,EC77tcJZIdU,How do the two interact with each other?,The two people are interacting in a competitive manner.,They are good friends,The two people are interacting in a silly manner.,They are professional colleagues.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q1_0,EC77tcJZIdU,How do the two women feel about each other?,They are annoyed with each other.,They are having fun together.,Ro is wearing a pink shirt.,They are enjoying each other's company.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q9_0,EC77tcJZIdU,How do the women feel about baking?,They are annoyed with the process of baking.,They seem to be excited about it.,They are worried about the cake not turning out well.,They seem like they're enjoying themselves.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q11_0,EC77tcJZIdU,How do the women in the video feel about the task they are undertaking,They are excited about it,They are nervous about making a mistake.,They are arguing about the recipe.,They are excited about it.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q15_0,EC77tcJZIdU,How does the girl on the left present herself?,She's excited and less experienced than the girl on the right,She's a professional at baking cupcakes.,Ro is wearing a unicorn hat and Courtney is not.,Ro is the more experienced baker and Courtney is the less experienced one.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q20_0,EC77tcJZIdU,How does the woman in the hat feel about being told to pour water?,She is excited,She is surprised,Courtney is allergic to unicorns.,Ro is excited to pour water.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q18_0,EC77tcJZIdU,How is the girl on the right presenting herself?,She is wearing a pink shirt.,She's presenting herself as an expert baker.,She's the one teaching the girl on the left?,"not sure, maybe she's just standing there?",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q4_7,EC77tcJZIdU,What do the facial expressions of the women convey about their feelings?,Their expressions suggest that they are interested.,They are discussing the weather.,Their expressions suggest that they are excited,They look confused and frustrated.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q13_0,EC77tcJZIdU,What does the woman in the hat feel when she realizes the methodology for separating the egg whites from the egg yolks?,Courtney is frustrated with the egg separation process.,She is excited.,The unicorn cake is actually a disaster.,She is excited,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q12_1,EC77tcJZIdU,What does the woman's on the right tone convey about her feelings?,She is annoyed and frustrated.,She is excited and happy.,She is talking about her favorite TV show.,The tone of the woman on the right conveys that she is a bossy person.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q2_6,EC77tcJZIdU,Who is following who?,Ro is leading the way in making the unicorn cake.,Ro is teaching Courtney how to make a unicorn cake.,The person wearing the unicorn hat is working together with the other person,The woman on the right is following the woman in the hat.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q16_4,EC77tcJZIdU,Why are the women smiling?,The women's smiles are excited smiles,The women are smiling because they won the lottery.,The women are happy because the baking process is going well.,The women are having fun,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q3_0,EC77tcJZIdU,Why are the women using high-pitched voices?,They are pretending to be unicorns.,They want to seem more fun.,They are trying to imitate a cartoon character.,They want to appear more feminine.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q19_0,EC77tcJZIdU,Why does the woman on the right let the woman on the left pour the water?,She lets the woman on the left pour the water because she knows the woman will like her ,The woman on the right let the woman on the left pour the water because she wanted to show her how to do it properly.,The woman on the right let the woman on the left pour the water because she was busy with other tasks.,She lets the woman on the left pour the water because she knows the woman on the left enjoys pouring water more.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EC77tcJZIdU_q17_0,EC77tcJZIdU,Why does the woman on the right stumble over her words later in the video?,She stumbles over her words because she is distracted by the unicorn hat Ro is wearing.,She stumbles over her words because she is concentrating on her tasks involving eggs.,She stumbles over her words because she just saw a bird fly by.,She stumbles over her words because she is nervous about burning the cake.,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2
EeClqsYITso_q2_4,EeClqsYITso,How are the children feeling at the beginning of the video?,They like camping.,The children are scared of the tent.,They are excited.,The children are bored and uninterested.,,"[0, 1, 2, 3, 4, 5, 6, 7]",0
EeClqsYITso_q3_9,EeClqsYITso,How does the man with the hat feel about the prospect of camping?,The man with the hat is relaxed about camping.,The man likes spending time outside.,The man is afraid of camping.,He is indifferent about it and thinks it is merely something to do,,"[0, 1, 2, 3, 4, 5, 6, 7]",0
EeClqsYITso_q4_3,EeClqsYITso,Is the man with torquoise shirt feeling very energetic as the kids in the morning?,No,The man is annoyed by the noise outside.,"Yes, he just had a cup of coffee which made him feel energized.",The man is happy to see the sunrise.,,"[0, 1, 2, 3, 4, 5, 6, 7]",0
EeClqsYITso_q5_2,EeClqsYITso,"Overall, does everyone have a fun time?",The family is following a script during Bible study.,Yes,The family is bored and tired of spending time together.,Some individuals report experiencing boredom and dissatisfaction.,,"[0, 1, 2, 3, 4, 5, 6, 7]",0
EeClqsYITso_q1_9,EeClqsYITso,What does the man feel about his family?,The man is annoyed by his family.,He enjoys spending time with them.,The father is upset because his children are misbehaving.,He values them.,,"[0, 1, 2, 3, 4, 5, 6, 7]",0
GMidefrr1MM_q15_0,GMidefrr1MM,Are the man and woman calm?,The woman is crying.,They are very agitated and arguing loudly.,"Yes, they are not upset.",The man and woman are arguing.,,"[0, 1, 2, 3, 4, 5]",3
GMidefrr1MM_q11_4,GMidefrr1MM,Are the two people knowledgeable on justice literature?,"Yes, because they are confident talking about the subject.",They are knowledgeable because they both have glasses.,"They are knowledgeable on justice literature, but the woman is more knowledgeable than the man.",The two people are not knowledgeable on justice literature as they are unfamiliar with the key concepts and authors in the field.,,"[0, 1, 2, 3, 4, 5]",3
